"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr5",124906760,124906961,202,"*","Intron (ENST00000509456.3/ENST00000509456.3, intron 2 of 3)",5,124893360,124980772,87413,1,"107986391","ENST00000642446.1",13400,NA,"LOC107986391","uncharacterized LOC107986391"
"chr5",125043844,125044045,202,"*","Intron (ENST00000647105.1/101927421, intron 2 of 6)",5,125036816,125065293,28478,1,"101927421","ENST00000825671.1",7028,NA,"LOC101927421","uncharacterized LOC101927421"
"chr5",125717276,125717523,248,"*","Intron (ENST00000651847.1/124901056, intron 10 of 15)",5,125426625,125805355,378731,2,"124901056","ENST00000825444.1",87832,NA,"LOC124901056","uncharacterized LOC124901056"
"chr5",127785454,127785715,262,"*","Exon (ENST00000509510.1/ENST00000509510.1, exon 1 of 1)",5,127703391,127941507,238117,1,"728586","ENST00000514853.5",82063,"ENSG00000230561","CCDC192","coiled-coil domain containing 192"
"chr5",128782467,128782760,294,"*","Intron (ENST00000508645.5/28965, intron 1 of 6)",5,128663978,128742829,78852,1,"105379168","ENST00000514867.1",118489,NA,"LOC105379168","uncharacterized LOC105379168"
"chr5",131622502,131622814,313,"*","Intron (ENST00000509018.6/51735, intron 1 of 27)",5,131435951,131635030,199080,2,"51735","ENST00000308008.10",12216,"ENSG00000158987","RAPGEF6","Rap guanine nucleotide exchange factor 6"
"chr5",133245492,133245737,246,"*","Intron (ENST00000504312.1/ENST00000504312.1, intron 1 of 1)",5,133220773,133252264,31492,2,"23105","ENST00000507112.1",6527,"ENSG00000053108","FSTL4","follistatin like 4"
"chr5",135651073,135651432,360,"*","Promoter (2-3kb)",5,135648584,135653935,5352,2,"340074","ENST00000508452.1",2503,"ENSG00000251045","SLC25A48-AS1","SLC25A48 antisense RNA 1"
"chr5",141521547,141521748,202,"*","Promoter (2-3kb)",5,141515055,141524510,9456,2,"1729","ENST00000448451.6",2762,"ENSG00000131504","DIAPH1","diaphanous related formin 1"
"chr5",145554398,145554738,341,"*","Intron (ENST00000510259.5/153768, intron 1 of 2)",5,145429903,145451099,21197,1,"105378211","ENST00000513657.1",124495,NA,"LOC105378211","uncharacterized LOC105378211"
"chr5",145925389,145925646,258,"*","Intron (ENST00000639411.1/643226, intron 2 of 3)",5,145936578,146063292,126715,1,"153769","ENST00000359120.9",-10932,"ENSG00000156463","SH3RF2","SH3 domain containing ring finger 2"
"chr5",150036543,150036883,341,"*","Exon (ENST00000613459.4/22993, exon 13 of 21)",5,150030317,150040823,10507,1,"22993","ENST00000513318.1",6226,"ENSG00000113716","HMGXB3","HMG-box containing 3"
"chr5",150278971,150279173,203,"*","Intron (ENST00000671881.1/815, intron 1 of 18)",5,150219894,150273379,53486,2,"815","ENST00000684093.1",-5592,"ENSG00000070808","CAMK2A","calcium/calmodulin dependent protein kinase II alpha"
"chr5",150790260,150790461,202,"*","Intron (ENST00000526627.2/85027, intron 1 of 1)",5,150778805,150796734,17930,1,"85027","ENST00000648745.1",11455,"ENSG00000256235","SMIM3","small integral membrane protein 3"
"chr5",152688609,152688956,348,"*","Promoter (<=1kb)",5,152618965,152689529,70565,2,"101927134","ENST00000506723.6",573,"ENSG00000249484","LINC01470","long intergenic non-protein coding RNA 1470"
"chr5",154221497,154221773,277,"*","Intron (ENST00000425427.6/55568, intron 1 of 6)",5,154190997,154376420,185424,1,"55568","ENST00000521781.5",30500,"ENSG00000164574","GALNT10","polypeptide N-acetylgalactosaminyltransferase 10"
"chr5",157222492,157223045,554,"*","Promoter (<=1kb)",5,157222749,157240131,17383,1,"3702","ENST00000519759.1",0,"ENSG00000113263","ITK","IL2 inducible T cell kinase"
"chr5",159163239,159163572,334,"*","Promoter (<=1kb)",5,159161141,159163028,1888,2,"153830","ENST00000518062.1",-211,"ENSG00000145860","RNF145","ring finger protein 145"
"chr5",167573557,167573762,206,"*","Promoter (<=1kb)",5,167573659,168264146,690488,1,"57451","ENST00000695885.1",0,"ENSG00000145934","TENM2","teneurin transmembrane protein 2"
"chr5",167950088,167950329,242,"*","Promoter (2-3kb)",5,167952375,167993043,40669,1,"57451","ENST00000522488.1",-2046,"ENSG00000145934","TENM2","teneurin transmembrane protein 2"
"chr5",173472275,173472541,267,"*","Promoter (2-3kb)",5,173474990,173498764,23775,1,"105377732","ENST00000827045.1",-2449,NA,"LOC105377732","uncharacterized LOC105377732"
"chr6",4732982,4733224,243,"*","3' UTR",6,4467378,4724943,257566,2,"105374894","ENST00000716074.1",-8039,NA,"LOC105374894","uncharacterized LOC105374894"
"chr6",7058440,7058721,282,"*","Intron (ENST00000840458.1/ENST00000840458.1, intron 2 of 2)",6,7107597,7249274,141678,1,"6239","ENST00000379933.7",-48876,"ENSG00000124782","RREB1","ras responsive element binding protein 1"
"chr6",14165229,14165505,277,"*","Intron (ENST00000724695.1/105374940, intron 2 of 3)",6,14141253,14200748,59496,2,"105374940","ENST00000724695.1",35243,NA,"LOC105374940","uncharacterized LOC105374940"
"chr6",26027144,26027380,237,"*","Promoter (<=1kb)",6,26025802,26027283,1482,2,"8366","ENST00000718258.1",0,"ENSG00000278705","H4C2","H4 clustered histone 2"
"chr6",26056244,26056493,250,"*","Promoter (<=1kb)",6,26054760,26056470,1711,2,"3006","ENST00000718281.1",0,"ENSG00000187837","H1-2","H1.2 linker histone, cluster member"
"chr6",27132612,27133056,445,"*","Promoter (<=1kb)",6,27133043,27133535,493,1,"8969","ENST00000359193.4",0,"ENSG00000196787","H2AC11","H2A clustered histone 11"
"chr6",27333145,27333413,269,"*","Distal Intergenic",6,27324894,27325768,875,1,"387316","ENST00000447106.1",8251,NA,"VN1R10P","vomeronasal 1 receptor 10 pseudogene"
"chr6",35148084,35148366,283,"*","Promoter (<=1kb)",6,35118269,35148610,30342,2,"6954","ENST00000418521.6",244,"ENSG00000124678","TCP11","t-complex 11"
"chr6",38846943,38847146,204,"*","Intron (ENST00000327475.11/1769, intron 36 of 92)",6,38863969,38870490,6522,1,"1769","ENST00000394393.3",-16823,"ENSG00000124721","DNAH8","dynein axonemal heavy chain 8"
"chr6",40244728,40245002,275,"*","Distal Intergenic",6,40271566,40276237,4672,2,"105375050","ENST00000444731.1",31235,"ENSG00000227131","LOC105375050","uncharacterized LOC105375050"
"chr6",46098660,46099091,432,"*","Intron (ENST00000669498.1/53405, intron 2 of 2)",6,45898456,46080348,181893,2,"53405","ENST00000185206.12",-18312,"ENSG00000112782","CLIC5","chloride intracellular channel 5"
"chr6",46323465,46323713,249,"*","Promoter (1-2kb)",6,46220736,46325668,104933,2,"10231","ENST00000330430.10",1955,"ENSG00000172348","RCAN2","regulator of calcineurin 2"
"chr6",46719169,46719498,330,"*","Intron (ENST00000274793.12/7941, intron 2 of 11)",6,46704201,46735375,31175,2,"7941","ENST00000274793.12",15877,"ENSG00000146070","PLA2G7","phospholipase A2 group VII"
"chr6",47034822,47035237,416,"*","Intron (ENST00000371253.7/266977, intron 1 of 14)",6,47000111,47029090,28980,2,"266977","ENST00000449332.6",-5732,"ENSG00000153292","ADGRF1","adhesion G protein-coupled receptor F1"
"chr6",47168188,47168498,311,"*","Distal Intergenic",6,47128368,47133351,4984,2,"105375081","ENST00000830978.1",-34837,NA,"LOC105375081","uncharacterized LOC105375081"
"chr6",47656301,47656532,232,"*","Promoter (<=1kb)",6,47656487,47682686,26200,1,"222611","ENST00000296862.5",0,NA,"ADGRF2P","adhesion G protein-coupled receptor F2, pseudogene"
"chr6",47741794,47742040,247,"*","Exon (ENST00000753033.1/ENST00000753033.1, exon 2 of 2)",6,47781982,47832780,50799,1,"221391","ENST00000489301.6",-39942,"ENSG00000124818","OPN5","opsin 5"
"chr6",52352551,52352901,351,"*","Exon (ENST00000729408.1/ENST00000729408.1, exon 1 of 2)",6,52361421,52403549,42129,1,"85315","ENST00000512121.1",-8520,"ENSG00000170915","PAQR8","progestin and adipoQ receptor family member 8"
"chr6",52389780,52390651,872,"*","Intron (ENST00000512121.1/85315, intron 1 of 1)",6,52413014,52438481,25468,1,"114327","ENST00000637315.1",-22363,"ENSG00000096093","EFHC1","EF-hand domain containing 1"
"chr6",52424073,52424366,294,"*","Promoter (<=1kb)",6,52423809,52495783,71975,1,"114327","ENST00000538167.2",264,"ENSG00000096093","EFHC1","EF-hand domain containing 1"
"chr6",53302733,53303073,341,"*","Intron (ENST00000370918.8/60481, intron 1 of 8)",6,53276993,53277071,79,1,"100847075","ENST00000579080.1",25740,"ENSG00000264056","MIR5685","microRNA 5685"
"chr6",53306945,53307227,283,"*","Intron (ENST00000370918.8/60481, intron 1 of 8)",6,53276993,53277071,79,1,"100847075","ENST00000579080.1",29952,"ENSG00000264056","MIR5685","microRNA 5685"
"chr6",53496763,53497187,425,"*","Intron (ENST00000789578.1/105375095, intron 3 of 4)",6,53498142,53501350,3209,2,"2729","ENST00000515580.1",4163,"ENSG00000001084","GCLC","glutamate-cysteine ligase catalytic subunit"
"chr6",53615776,53616065,290,"*","Promoter (<=1kb)",6,53616471,53631400,14930,1,"101927171","ENST00000668029.1",-406,"ENSG00000235899","LINC01564","long intergenic non-protein coding RNA 1564"
"chr6",53956163,53956401,239,"*","Intron (ENST00000505762.1/101927189, intron 1 of 2)",6,53930046,53997667,67622,1,"101927189","ENST00000431554.2",26117,"ENSG00000146147","LOC101927189","uncharacterized LOC101927189"
"chr6",54053856,54054365,510,"*","Intron (ENST00000505762.1/101927189, intron 2 of 2)",6,54046637,54047594,958,2,"100873951","ENST00000586980.1",-6262,NA,"MLIP-AS1","MLIP antisense RNA 1"
"chr6",55694229,55694520,292,"*","Distal Intergenic",6,55434486,55579197,144712,2,"54511","ENST00000515546.2",-115032,"ENSG00000146151","HMGCLL1","3-hydroxy-3-methylglutaryl-CoA lyase like 1"
"chr6",55868854,55869144,291,"*","Intron (ENST00000370830.4/653, intron 1 of 6)",6,55753653,55875590,121938,2,"653","ENST00000370830.4",6446,"ENSG00000112175","BMP5","bone morphogenetic protein 5"
"chr6",56091263,56091580,318,"*","Promoter (<=1kb)",6,56056591,56091661,35071,2,"81578","ENST00000467045.5",81,"ENSG00000124749","COL21A1","collagen type XXI alpha 1 chain"
"chr6",56370352,56370867,516,"*","Intron (ENST00000370819.5/81578, intron 1 of 28)",6,56056590,56394094,337505,2,"81578","ENST00000370819.5",23227,"ENSG00000124749","COL21A1","collagen type XXI alpha 1 chain"
"chr6",56692869,56693479,611,"*","Promoter (<=1kb)",6,56572127,56693303,121177,2,"667","ENST00000652573.1",0,"ENSG00000151914","DST","dystonin"
"chr6",56713452,56713759,308,"*","Intron (ENST00000312431.10/667, intron 3 of 94)",6,56638936,56693303,54368,2,"667","ENST00000521104.1",-20149,"ENSG00000151914","DST","dystonin"
"chr6",56715045,56715291,247,"*","Intron (ENST00000312431.10/667, intron 3 of 94)",6,56638936,56693303,54368,2,"667","ENST00000521104.1",-21742,"ENSG00000151914","DST","dystonin"
"chr6",56772785,56773120,336,"*","Intron (ENST00000312431.10/667, intron 2 of 94)",6,56670675,56785879,115205,2,"667","ENST00000522538.5",12759,"ENSG00000151914","DST","dystonin"
"chr6",56809044,56809262,219,"*","Intron (ENST00000312431.10/667, intron 2 of 94)",6,56670675,56785879,115205,2,"667","ENST00000522538.5",-23165,"ENSG00000151914","DST","dystonin"
"chr6",63527716,63528007,292,"*","5' UTR",6,63521761,63576582,54822,1,"7803","ENST00000470661.1",5955,"ENSG00000112245","PTP4A1","protein tyrosine phosphatase 4A1"
"chr6",71107974,71108235,262,"*","Intron (ENST00000841900.1/ENST00000841900.1, intron 3 of 3)",6,71126893,71127105,213,2,"124901508","ENST00000408418.2",18870,"ENSG00000221345","LOC124901508","small nucleolar RNA U3"
"chr6",72363896,72364103,208,"*","Promoter (1-2kb)",6,72365774,72401651,35878,1,"22999","ENST00000431478.2",-1671,"ENSG00000079841","RIMS1","regulating synaptic membrane exocytosis 1"
"chr6",73704321,73705074,754,"*","Intron (ENST00000422508.6/135228, intron 2 of 31)",6,73693862,73696297,2436,2,"101928489","ENST00000428865.3",-8024,"ENSG00000231652","CD109-AS1","CD109 antisense RNA 1"
"chr6",77034120,77034439,320,"*","Intron (ENST00000669724.2/105377862, intron 2 of 3)",6,77228183,77273311,45129,2,"101928570","ENST00000790551.1",238872,NA,"LOC101928570","uncharacterized LOC101928570"
"chr6",80128532,80128733,202,"*","Promoter (1-2kb)",6,80127269,80135887,8619,1,"594","ENST00000486968.1",1263,"ENSG00000083123","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta"
"chr6",80457425,80457683,259,"*","Intron (ENST00000755727.1/594, intron 1 of 1)",6,80453199,80463207,10009,1,"594","ENST00000443221.2",4226,"ENSG00000083123","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta"
"chr6",90284268,90284486,219,"*","Intron (ENST00000257749.9/60468, intron 1 of 8)",6,90295507,90363665,68159,1,"105377891","ENST00000667364.1",-11021,NA,"LOC105377891","uncharacterized LOC105377891"
"chr6",118712861,118713184,324,"*","Promoter (2-3kb)",6,118481803,118710075,228273,2,"387119","ENST00000434604.5",-2786,"ENSG00000111860","CEP85L","centrosomal protein 85L"
"chr6",119541121,119541487,367,"*","Intron (ENST00000692359.3/105377975, intron 1 of 3)",6,119480008,119505287,25280,2,"107986525","ENST00000777686.1",-35834,NA,"LOC107986525","uncharacterized LOC107986525"
"chr6",121838843,121839083,241,"*","Promoter (2-3kb)",6,121835873,121881540,45668,1,"105377979","ENST00000780106.1",2970,NA,"LOC105377979","uncharacterized LOC105377979"
"chr6",121897428,121897682,255,"*","Intron (ENST00000780099.1/105377979, intron 1 of 3)",6,121917344,121961417,44074,1,"105377979","ENST00000780107.1",-19662,NA,"LOC105377979","uncharacterized LOC105377979"
"chr6",121952139,121952340,202,"*","Intron (ENST00000780099.1/105377979, intron 3 of 3)",6,121917344,122044602,127259,1,"105377979","ENST00000780103.1",34795,NA,"LOC105377979","uncharacterized LOC105377979"
"chr6",122530579,122530786,208,"*","Intron (ENST00000615438.4/5570, intron 2 of 7)",6,122482088,122633330,151243,1,"5570","ENST00000583007.2",48491,"ENSG00000135549","PKIB","cAMP-dependent protein kinase inhibitor beta"
"chr6",125192233,125192435,203,"*","Intron (ENST00000534368.5/7164, intron 1 of 3)",6,125182932,125197834,14903,2,"100126584","ENST00000848496.1",5399,"ENSG00000310237","LOC100126584","uncharacterized LOC100126584"
"chr6",129501043,129501641,599,"*","Promoter (<=1kb)",6,129501117,129516529,15413,1,"3908","ENST00000693461.1",0,"ENSG00000196569","LAMA2","laminin subunit alpha 2"
"chr6",129744751,129744952,202,"*","Distal Intergenic",6,129576132,129710177,134046,2,"93663","ENST00000368149.3",-34574,"ENSG00000146376","ARHGAP18","Rho GTPase activating protein 18"
"chr6",132063849,132064074,226,"*","Intron (ENST00000706350.1/122152366, intron 2 of 2)",6,132069300,132077657,8358,1,"122152366","ENST00000773295.1",-5226,NA,"CCN2-AS1","CCN2 antisense RNA 1"
"chr6",133130886,133131267,382,"*","Distal Intergenic",6,133101240,133106611,5372,1,"285735","ENST00000787828.1",29646,"ENSG00000231023","LINC00326","long intergenic non-protein coding RNA 326"
"chr6",133551946,133552237,292,"*","Intron (ENST00000795441.1/100507308, intron 1 of 2)",6,133485013,133568248,83236,2,"100507308","ENST00000795441.1",16011,"ENSG00000227954","TARID","TCF21 antisense RNA inducing promoter demethylation"
"chr6",134464679,134464969,291,"*","Promoter (<=1kb)",6,134464977,134504019,39043,1,"154092","ENST00000440090.5",-8,"ENSG00000236700","LINC01010","long intergenic non-protein coding RNA 1010"
"chr6",136403643,136403923,281,"*","Intron (ENST00000617204.4/9053, intron 3 of 17)",6,136343782,136466875,123094,2,"9053","ENST00000544465.5",62952,"ENSG00000135525","MAP7","microtubule associated protein 7"
"chr6",142416266,142416513,248,"*","Promoter (<=1kb)",6,142417109,142443783,26675,1,"57211","ENST00000472054.2",-596,"ENSG00000112414","ADGRG6","adhesion G protein-coupled receptor G6"
"chr6",142551388,142551645,258,"*","Promoter (<=1kb)",6,142526452,142551892,25441,2,"153910","ENST00000817224.1",247,"ENSG00000236366","LOC153910","uncharacterized LOC153910"
"chr6",144158202,144158443,242,"*","Intron (ENST00000698355.1/8676, intron 1 of 2)",6,144151704,144188383,36680,1,"8676","ENST00000698357.1",6498,"ENSG00000135604","STX11","syntaxin 11"
"chr6",145544105,145544330,226,"*","Intron (ENST00000638717.1/7957, intron 3 of 4)",6,145625996,145634682,8687,2,"7957","ENST00000638597.1",90352,"ENSG00000112425","EPM2A","EPM2A glucan phosphatase, laforin"
"chr6",146913849,146914222,374,"*","Promoter (1-2kb)",6,146824501,146915738,91238,2,"729178","ENST00000766220.1",1516,"ENSG00000233452","STXBP5-AS1","STXBP5 antisense RNA 1"
"chr6",147063430,147063647,218,"*","Intron (ENST00000662679.1/729178, intron 4 of 10)",6,146841440,147075703,234264,2,"729178","ENST00000669474.1",12056,"ENSG00000233452","STXBP5-AS1","STXBP5 antisense RNA 1"
"chr6",148441170,148441413,244,"*","Promoter (<=1kb)",6,148440377,148519762,79386,1,"23328","ENST00000637469.1",793,"ENSG00000111961","SASH1","SAM and SH3 domain containing 1"
"chr6",149012065,149012300,236,"*","Intron (ENST00000367463.5/10090, intron 5 of 7)",6,149027066,149032702,5637,2,"105378047","ENST00000433442.2",20402,NA,"UST-AS2","UST antisense RNA 2"
"chr6",154615648,154615947,300,"*","Distal Intergenic",6,154510840,154511572,733,1,"101928868","ENST00000802580.1",104808,"ENSG00000287260","LOC101928868","uncharacterized LOC101928868"
"chr6",155026421,155026816,396,"*","Intron (ENST00000461783.7/26230, intron 3 of 28)",6,155013938,155090379,76442,1,"26230","ENST00000431620.6",12483,"ENSG00000146426","TIAM2","TIAM Rac1 associated GEF 2"
"chr6",155085391,155086107,717,"*","Intron (ENST00000461783.7/26230, intron 3 of 28)",6,155121916,155129810,7895,1,"26230","ENST00000535583.1",-35809,"ENSG00000146426","TIAM2","TIAM Rac1 associated GEF 2"
"chr6",155100068,155100341,274,"*","Intron (ENST00000461783.7/26230, intron 4 of 28)",6,155121916,155129810,7895,1,"26230","ENST00000535583.1",-21575,"ENSG00000146426","TIAM2","TIAM Rac1 associated GEF 2"
"chr6",156427351,156427635,285,"*","Distal Intergenic",6,155911195,156397589,486395,2,"101928923","ENST00000663591.1",-29762,NA,"LOC101928923","uncharacterized LOC101928923"
"chr6",156731572,156731777,206,"*","Intron (ENST00000743808.1/ENST00000743808.1, intron 1 of 2)",6,156776020,157210779,434760,1,"57492","ENST00000346085.10",-44243,"ENSG00000049618","ARID1B","AT-rich interaction domain 1B"
"chr6",156828413,156828617,205,"*","Promoter (<=1kb)",6,156829373,156902150,72778,1,"57492","ENST00000636205.1",-756,"ENSG00000049618","ARID1B","AT-rich interaction domain 1B"
"chr6",157149064,157149301,238,"*","Promoter (<=1kb)",6,157148911,157186610,37700,1,"57492","ENST00000400790.3",153,"ENSG00000049618","ARID1B","AT-rich interaction domain 1B"
"chr6",161079993,161080254,262,"*","Promoter (<=1kb)",6,161080683,161086599,5917,1,"4216","ENST00000540205.1",-429,"ENSG00000085511","MAP3K4","mitogen-activated protein kinase kinase kinase 4"
"chr6",163793660,163793863,204,"*","Intron (ENST00000657138.2/124901499, intron 3 of 3)",6,163749199,163761516,12318,1,"124901499","ENST00000776967.1",44461,"ENSG00000235538","LOC124901499","uncharacterized LOC124901499"
"chr6",166112549,166112768,220,"*","Exon (ENST00000456477.2/729681, exon 4 of 4)",6,166098147,166114420,16274,1,"729681","ENST00000741969.1",14402,NA,"LOC729681","uncharacterized LOC729681"
"chr6",167849901,167850131,231,"*","Intron (ENST00000515794.3/4301, intron 1 of 32)",6,167827635,167970232,142598,1,"4301","ENST00000366806.6",22266,"ENSG00000130396","AFDN","afadin, adherens junction formation factor"
"chr6",169070516,169070863,348,"*","Promoter (2-3kb)",6,169067769,169069420,1652,1,"102724357","ENST00000666415.2",2747,"ENSG00000234519","LOC102724357","uncharacterized LOC102724357"
"chr7",3439306,3439665,360,"*","Intron (ENST00000404826.7/221935, intron 1 of 44)",7,3202870,3302524,99655,2,"105375132","ENST00000837657.1",-136782,"ENSG00000236708","SDK1-AS1","SDK1 antisense RNA 1"
"chr7",3673566,3673795,230,"*","Intron (ENST00000404826.7/221935, intron 4 of 44)",7,3950920,3958287,7368,1,"221935","ENST00000426596.1",-277125,"ENSG00000146555","SDK1","sidekick cell adhesion molecule 1"
"chr7",6385427,6385687,261,"*","Intron (ENST00000348035.9/5879, intron 1 of 5)",7,6391458,6402502,11045,1,"5879","ENST00000497741.5",-5771,"ENSG00000136238","RAC1","Rac family small GTPase 1"
"chr7",7157142,7157548,407,"*","Promoter (<=1kb)",7,7156934,7238428,81495,1,"56913","ENST00000429911.5",208,"ENSG00000106392","C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
"chr7",7177126,7177328,203,"*","Intron (ENST00000429911.5/56913, intron 2 of 3)",7,7182544,7248616,66073,1,"56913","ENST00000436587.7",-5216,"ENSG00000106392","C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
"chr7",7696613,7697028,416,"*","Intron (ENST00000493246.5/729852, intron 3 of 3)",7,7636518,7718607,82090,2,"6119","ENST00000223129.8",21579,"ENSG00000106399","RPA3","replication protein A3"
"chr7",7719308,7719562,255,"*","Promoter (<=1kb)",7,7636518,7718607,82090,2,"6119","ENST00000223129.8",-701,"ENSG00000106399","RPA3","replication protein A3"
"chr7",7761045,7761464,420,"*","Intron (ENST00000463725.5/729852, intron 3 of 4)",7,7772361,7879223,106863,1,"729852","ENST00000406829.2",-10897,"ENSG00000219545","UMAD1","UBAP1-MVB12-associated (UMA) domain containing 1"
"chr7",8480418,8480753,336,"*","Intron (ENST00000405863.6/30010, intron 2 of 2)",7,8435195,8751383,316189,1,"30010","ENST00000429542.1",45223,"ENSG00000122584","NXPH1","neurexophilin 1"
"chr7",9718181,9718423,243,"*","Intron (ENST00000657272.2/105375148, intron 2 of 5)",7,9713250,9769516,56267,1,"105375148","ENST00000731135.1",4931,"ENSG00000234710","LOC105375148","uncharacterized LOC105375148"
"chr7",11261566,11261870,305,"*","Intron (ENST00000428967.5/ENST00000428967.5, intron 4 of 4)",7,11374620,11379755,5136,2,"221981","ENST00000408005.2",117885,"ENSG00000005108","THSD7A","thrombospondin type 1 domain containing 7A"
"chr7",11540379,11540824,446,"*","Promoter (2-3kb)",7,11446302,11543059,96758,2,"221981","ENST00000497575.1",2235,"ENSG00000005108","THSD7A","thrombospondin type 1 domain containing 7A"
"chr7",12715548,12716030,483,"*","Exon (ENST00000804833.1/ENST00000804833.1, exon 2 of 3)",7,12726152,13704540,978389,1,"107986770","ENST00000639998.1",-10122,NA,"LOC107986770","uncharacterized LOC107986770"
"chr7",13240406,13240647,242,"*","Intron (ENST00000639998.1/107986770, intron 4 of 7)",7,13217545,13600602,383058,1,"107986770","ENST00000745813.1",22861,NA,"LOC107986770","uncharacterized LOC107986770"
"chr7",13850134,13850401,268,"*","Distal Intergenic",7,13900373,13906498,6126,2,"2115","ENST00000493831.1",56097,"ENSG00000006468","ETV1","ETS variant transcription factor 1"
"chr7",14834424,14834752,329,"*","Intron (ENST00000399322.7/1607, intron 1 of 24)",7,14175973,14841347,665375,2,"1607","ENST00000406247.7",6595,"ENSG00000136267","DGKB","diacylglycerol kinase beta"
"chr7",14836674,14836903,230,"*","Intron (ENST00000399322.7/1607, intron 1 of 24)",7,14175973,14841347,665375,2,"1607","ENST00000406247.7",4444,"ENSG00000136267","DGKB","diacylglycerol kinase beta"
"chr7",16668065,16668266,202,"*","Intron (ENST00000415365.5/28969, intron 2 of 10)",7,16662133,16685987,23855,1,"28969","ENST00000430000.1",5932,"ENSG00000136261","BZW2","basic leucine zipper and W2 domains 2"
"chr7",16915499,16915721,223,"*","Promoter (<=1kb)",7,16916359,17204765,288407,1,"107986772","ENST00000645559.1",-638,NA,"LOC107986772","uncharacterized LOC107986772"
"chr7",17276079,17276299,221,"*","Intron (ENST00000642825.1/196, intron 3 of 14)",7,17286277,17295261,8985,2,"101927609","ENST00000448664.5",18962,"ENSG00000237773","LOC101927609","uncharacterized LOC101927609"
"chr7",17305006,17305274,269,"*","Intron (ENST00000642825.1/196, intron 5 of 14)",7,17286277,17308376,22100,2,"101927609","ENST00000838554.1",3102,"ENSG00000237773","LOC101927609","uncharacterized LOC101927609"
"chr7",17533260,17533570,311,"*","Intron (ENST00000451792.1/101927630, intron 1 of 3)",7,17483406,17524592,41187,2,"101927630","ENST00000843694.1",-8668,"ENSG00000236039","LINC02889","long intergenic non-protein coding RNA 2889"
"chr7",18361747,18361959,213,"*","Intron (ENST00000417496.6/9734, intron 2 of 12)",7,18290450,18496746,206297,1,"9734","ENST00000474742.1",71297,"ENSG00000048052","HDAC9","histone deacetylase 9"
"chr7",19522592,19522824,233,"*","Intron (ENST00000412563.1/105375180, intron 4 of 5)",7,19537950,19579528,41579,1,"105375180","ENST00000779061.1",-15126,NA,"LOC105375180","uncharacterized LOC105375180"
"chr7",20340942,20341143,202,"*","Intron (ENST00000537992.5/3696, intron 2 of 14)",7,20328588,20332030,3443,2,"101927811","ENST00000789457.1",-8912,"ENSG00000271133","ITGB8-AS1","ITGB8 antisense RNA 1"
"chr7",20514427,20514657,231,"*","Distal Intergenic",7,20615667,20757008,141342,1,"340273","ENST00000404938.7",-101010,"ENSG00000004846","ABCB5","ATP binding cassette subfamily B member 5"
"chr7",22156294,22156562,269,"*","Intron (ENST00000665637.1/9771, intron 16 of 25)",7,22139757,22145266,5510,2,"9771","ENST00000468825.1",-11028,"ENSG00000136237","RAPGEF5","Rap guanine nucleotide exchange factor 5"
"chr7",22561348,22561586,239,"*","Promoter (<=1kb)",7,22561610,22601782,40173,1,"100506178","ENST00000811392.1",-24,"ENSG00000232759","STEAP1B-AS1","STEAP1B antisense RNA 1"
"chr7",22564804,22565046,243,"*","Promoter (1-2kb)",7,22563338,22571160,7823,1,"100506178","ENST00000811395.1",1466,"ENSG00000232759","STEAP1B-AS1","STEAP1B antisense RNA 1"
"chr7",24701686,24701994,309,"*","Intron (ENST00000645220.1/1687, intron 9 of 9)",7,24698356,24706037,7682,2,"1687","ENST00000479636.1",4043,"ENSG00000105928","GSDME","gasdermin E"
"chr7",24786962,24787279,318,"*","Intron (ENST00000749084.1/1687, intron 1 of 3)",7,24761299,24795160,33862,2,"1687","ENST00000749090.1",7881,"ENSG00000105928","GSDME","gasdermin E"
"chr7",24883059,24883382,324,"*","Intron (ENST00000313367.7/26031, intron 2 of 22)",7,24799766,24892575,92810,2,"26031","ENST00000409863.5",9193,"ENSG00000070882","OSBPL3","oxysterol binding protein like 3"
"chr7",24907677,24907942,266,"*","Intron (ENST00000313367.7/26031, intron 1 of 22)",7,24871742,24918080,46339,2,"26031","ENST00000441059.5",10138,"ENSG00000070882","OSBPL3","oxysterol binding protein like 3"
"chr7",25846719,25846941,223,"*","Exon (ENST00000812520.1/ENST00000812520.1, exon 2 of 2)",7,25831003,25833137,2135,2,"100506236","ENST00000812381.1",-13582,"ENSG00000286725","LOC100506236","uncharacterized LOC100506236"
"chr7",27346937,27347197,261,"*","Distal Intergenic",7,27361577,27409137,47561,1,"105375207","ENST00000780828.1",-14380,NA,"LOC105375207","uncharacterized LOC105375207"
"chr7",28358648,28358885,238,"*","Intron (ENST00000396299.6/9586, intron 1 of 9)",7,28409335,28513838,104504,1,"9586","ENST00000469531.1",-50450,"ENSG00000146592","CREB5","cAMP responsive element binding protein 5"
