"Regiao","chr","start","end","XPC_WT","STAT1_WT","STAT2_WT","IRF9_WT","ELK1_WT","occupancy_score","SYMBOL","annotation","distanceToTSS","max_signalValue"
"region_32132","chr7",88150822,88151929,0,1,1,1,0,3,"ADAM22","3' UTR",-11102,62.7776
"region_32205","chr7",91264125,91264583,0,1,1,0,1,3,"FZD1","Promoter (<=1kb)",0,7.33994
"region_32239","chr7",92695310,92696360,1,1,1,0,0,3,"CDK6","Intron (ENST00000265734.8/1021, intron 4 of 7)",29350,15.1652
"region_32254","chr7",93117578,93118778,0,1,1,1,0,3,"SAMD9","Promoter (<=1kb)",0,70.4151
"region_32255","chr7",93147483,93148121,0,1,1,1,0,3,"SAMD9L","Promoter (<=1kb)",224,38.4247
"region_32300","chr7",94620718,94621153,1,1,1,0,0,3,"SGCE","Promoter (<=1kb)",-263,22.404
"region_32369","chr7",95608561,95609369,0,1,1,1,0,3,"PDK4-AS1","Promoter (<=1kb)",0,28.6696
"region_32391","chr7",96302891,96303768,0,1,1,1,0,3,"SLC25A13","Intron (ENST00000265631.10/10165, intron 1 of 17)",5916,42.8076
"region_32400","chr7",96359762,96360534,0,1,1,1,0,3,"LOC105375410","Promoter (1-2kb)",1339,75.2182
"region_32442","chr7",98131063,98132743,0,1,1,1,0,3,"LMTK2","Intron (ENST00000297293.6/22853, intron 1 of 13)",4498,59.4243
"region_32452","chr7",98354541,98354850,1,1,1,0,0,3,"BAIAP2L1","Promoter (<=1kb)",576,11.7781
"region_32499","chr7",99408414,99409215,0,1,1,1,0,3,"PDAP1","Promoter (<=1kb)",0,17.028
"region_32517","chr7",99729336,99730065,0,1,1,1,0,3,"CYP3A7-CYP3A51P","Intron (ENST00000620220.6/100861540, intron 2 of 12)",5028,23.5196
"region_32550","chr7",100100494,100100981,0,1,1,0,1,3,"MCM7","Promoter (<=1kb)",0,13.1432
"region_32625","chr7",101084982,101086487,0,1,1,1,0,3,"TRIM56","Promoter (<=1kb)",0,93.6042
"region_32700","chr7",102991713,102992035,1,1,1,0,0,3,"NFE4","Intron (ENST00000440067.4/222235, intron 7 of 20)",18198,8.29206
"region_32718","chr7",103660179,103661269,0,1,1,1,0,3,"RELN","Intron (ENST00000343529.9/5649, intron 12 of 63)",-24587,57.0786
"region_32791","chr7",106283842,106284520,0,1,1,1,0,3,"NAMPT","Promoter (<=1kb)",24,40.0692
"region_32820","chr7",107834311,107835093,0,1,1,1,0,3,"LOC105375444","Distal Intergenic",23462,57.4366
"region_32821","chr7",107836140,107837079,0,1,1,1,0,3,"LOC105375444","Distal Intergenic",21476,55.291
"region_32839","chr7",108014964,108016168,0,1,1,1,0,3,"LOC107986834","Intron (ENST00000735555.1/107986834, intron 1 of 2)",-4795,39.7757
"region_33149","chr7",118311342,118312770,0,1,1,1,0,3,"LOC105375472","Intron (ENST00000433239.6/56311, intron 8 of 15)",71367,39.1838
"region_33190","chr7",121026114,121026530,0,1,1,1,0,3,"CPED1","Intron (ENST00000340646.9/79974, intron 3 of 4)",10370,27.2087
"region_33251","chr7",123770398,123771017,0,1,1,1,0,3,"WASL-DT","Distal Intergenic",21330,46.5894
"region_33273","chr7",124489100,124490541,0,1,1,1,0,3,"SSU72L6","Exon (ENST00000652254.1/ENST00000652254.1, exon 4 of 4)",12783,87.4951
"region_33339","chr7",129054376,129055395,0,1,1,0,1,3,"TNPO3","Promoter (<=1kb)",0,16.7702
"region_33446","chr7",131497997,131498728,0,1,1,1,0,3,"PODXL","Distal Intergenic",7377,43.2345
"region_33447","chr7",131522626,131523021,0,1,1,1,0,3,"PODXL","Intron (ENST00000446198.5/5420, intron 1 of 6)",-11728,24.6787
"region_33448","chr7",131545976,131546411,0,1,1,1,0,3,"PODXL","Intron (ENST00000446198.5/5420, intron 1 of 6)",10152,18.4335
"region_33451","chr7",132666233,132666850,0,1,1,1,0,3,"FLJ40288","Intron (ENST00000332558.8/286023, intron 3 of 4)",6702,19.6606
"region_33484","chr7",134636021,134636569,0,1,1,1,0,3,"LOC124901750","Promoter (1-2kb)",1119,35.2793
"region_33493","chr7",134885914,134887140,0,1,1,1,0,3,"CALD1","Intron (ENST00000417172.5/800, intron 3 of 13)",-4318,40.3479
"region_33520","chr7",135146576,135149260,0,1,1,1,0,3,"TMEM140","Promoter (<=1kb)",0,100.648
"region_33523","chr7",135170178,135172172,0,1,1,0,1,3,"CYREN","Promoter (<=1kb)",0,18.1565
"region_33541","chr7",135557647,135558369,0,1,1,1,0,3,"NUP205","Promoter (<=1kb)",0,16.5554
"region_33543","chr7",135574999,135575863,0,1,1,1,0,3,"NUP205","Intron (ENST00000285968.11/23165, intron 3 of 42)",17067,71.4272
"region_33583","chr7",138211908,138212795,0,1,1,1,0,3,"LOC124901754","Distal Intergenic",9551,77.7603
"region_33617","chr7",139043636,139044832,0,1,1,1,0,3,"LOC107986852","3' UTR",7558,61.1183
"region_33621","chr7",139108011,139110743,0,1,1,1,0,3,"ZC3HAV1","Promoter (<=1kb)",0,93.0458
"region_33622","chr7",139111337,139112546,0,1,1,1,0,3,"ZC3HAV1","Promoter (1-2kb)",-1617,42.3682
"region_33651","chr7",139771731,139772785,0,1,1,1,0,3,"TBXAS1","Intron (ENST00000406875.8/28996, intron 1 of 14)",-4266,79.4446
"region_33664","chr7",140062045,140063805,0,1,1,1,0,3,"LOC124901757","Promoter (<=1kb)",0,129.464
"region_33713","chr7",141003043,141003978,0,1,1,1,0,3,"LOC107986720","3' UTR",-4116,59.5979
"region_33874","chr7",150610017,150610971,0,1,1,1,0,3,"GIMAP6","Distal Intergenic",21375,83.7785
"region_33914","chr7",151349821,151350635,0,1,1,1,0,3,"NUB1","Promoter (<=1kb)",-485,50.9159
"region_33964","chr7",155618333,155619727,0,1,1,1,0,3,"CNPY1","Intron (ENST00000636307.1/285888, intron 2 of 6)",24459,81.8095
"region_34070","chr8",6748042,6748895,0,1,1,1,0,3,"AGPAT5","Promoter (<=1kb)",358,72.249
"region_34152","chr8",10630220,10630913,0,1,1,1,0,3,"RP1L1","Intron (ENST00000382483.4/94137, intron 1 of 3)",24230,45.0952
"region_34210","chr8",13194279,13194663,1,1,1,0,0,3,"DLC1","Intron (ENST00000662638.1/ENST00000662638.1, intron 1 of 1)",-60805,15.1991
"region_34239","chr8",16603792,16604495,0,1,1,1,0,3,"LOC101929028","Exon (ENST00000521055.1/ENST00000521055.1, exon 1 of 3)",-36302,43.6969
"region_34306","chr8",17895264,17897051,0,1,1,1,0,3,"FGL1","Promoter (<=1kb)",0,74.8974
"region_34329","chr8",18957295,18958034,1,1,1,0,0,3,"PSD3","Intron (ENST00000327040.13/23362, intron 1 of 15)",-16843,17.2101
"region_34470","chr8",24349085,24349861,0,1,1,1,0,3,"ADAM28","Promoter (2-3kb)",2137,27.4228
"region_34472","chr8",24371070,24371912,0,1,1,1,0,3,"ADAMDEC1","Intron (ENST00000518988.5/101929294, intron 1 of 3)",-12373,78.8473
"region_34476","chr8",24529637,24530458,0,1,1,1,0,3,"ADAM7-AS2","Intron (ENST00000523578.5/101929294, intron 1 of 3)",-4750,60.7443
"region_34483","chr8",24649459,24650074,0,1,1,1,0,3,"LOC107986882","Intron (ENST00000519689.1/101929294, intron 2 of 4)",32841,40.2431
"region_34516","chr8",26292684,26293485,0,1,1,1,0,3,"PPP2R2A","Promoter (<=1kb)",0,44.8215
"region_34541","chr8",27327002,27327370,0,1,1,1,0,3,"PTK2B","Promoter (<=1kb)",179,7.42494
"region_34544","chr8",27351476,27352396,0,1,1,1,0,3,"PTK2B","Intron (ENST00000397501.5/2185, intron 6 of 35)",24653,103.726
"region_34601","chr8",28659529,28660279,0,1,1,1,0,3,"EXTL3","Intron (ENST00000522725.5/2137, intron 2 of 4)",28097,21.9616
"region_34885","chr8",38766300,38767568,0,1,1,1,0,3,"TACC1","Intron (ENST00000519416.5/6867, intron 1 of 12)",9001,66.6668
"region_34916","chr8",40118974,40119646,1,1,1,0,0,3,"LINC02866","Intron (ENST00000715558.1/105379385, intron 1 of 7)",4323,13.817
"region_34918","chr8",40148405,40149157,0,1,1,1,0,3,"TCIM","Exon (ENST00000725854.1/ENST00000725854.1, exon 3 of 3)",-4325,51.1896
"region_34947","chr8",41603913,41604836,0,1,1,1,0,3,"GPAT4","Intron (ENST00000396987.7/137964, intron 2 of 12)",4865,77.4762
"region_35014","chr8",43092299,43094166,0,1,1,1,0,3,"POMK","Promoter (<=1kb)",0,34.1375
"region_35025","chr8",47353160,47354024,1,1,1,0,0,3,"SPIDR","Intron (ENST00000541342.2/23514, intron 4 of 18)",-6795,20.7618
"region_35045","chr8",47735167,47736215,0,1,1,1,0,3,"CEBPD","Promoter (1-2kb)",1949,29.2041
"region_35057","chr8",48008124,48008772,0,1,1,0,1,3,"UBE2V2","Promoter (<=1kb)",0,8.61098
"region_35066","chr8",51804883,51805312,0,1,1,1,0,3,"PXDNL","Intron (ENST00000356297.5/137902, intron 1 of 22)",4133,28.6415
"region_35095","chr8",53944916,53945663,1,1,1,0,0,3,"RGS20","Promoter (<=1kb)",0,14.1153
"region_35321","chr8",70160564,70161108,0,1,1,1,0,3,"NCOA2","Intron (ENST00000452400.7/10499, intron 9 of 22)",-12104,30.2632
"region_35326","chr8",70246210,70248104,0,1,1,1,0,3,"NCOA2","Promoter (<=1kb)",-835,63.5509
"region_35407","chr8",75266765,75267400,0,1,1,1,0,3,"CASC9","Intron (ENST00000676364.2/ENST00000676364.2, intron 1 of 2)",11022,19.671
"region_35514","chr8",79820032,79820660,0,1,1,1,0,3,"LOC101927040","Promoter (<=1kb)",649,39.7237
"region_35527","chr8",79963488,79963942,1,1,1,0,0,3,"MRPS28","Intron (ENST00000276585.9/28957, intron 2 of 2)",39206,10.1101
"region_35534","chr8",80084173,80084991,0,1,1,1,0,3,"TPD52","Intron (ENST00000379096.9/7163, intron 1 of 5)",-3342,29.3711
"region_35596","chr8",81029665,81030207,1,1,1,0,0,3,"PAG1","5' UTR",39969,27.5049
"region_35598","chr8",81050479,81051196,1,1,1,0,0,3,"PAG1","Intron (ENST00000220597.4/55824, intron 2 of 8)",18980,10.162
"region_35611","chr8",81193893,81194330,1,1,1,0,0,3,"LOC105375924","Intron (ENST00000720466.1/105375924, intron 2 of 2)",32499,10.455
"region_35644","chr8",82056341,82056863,1,1,1,0,0,3,"LOC105375931","Intron (ENST00000663058.1/105375931, intron 1 of 7)",22561,12.8241
"region_35681","chr8",85513471,85514013,0,1,1,1,0,3,"LOC105375937","Intron (ENST00000655091.1/105375937, intron 3 of 4)",-9847,52.5933
"region_35709","chr8",87166187,87166958,0,1,1,1,0,3,"CNBD1","Intron (ENST00000518476.6/168975, intron 4 of 10)",-39090,31.3527
"region_35732","chr8",88230702,88231867,0,1,1,1,0,3,"LOC105375630","Intron (ENST00000286614.11/4325, intron 1 of 9)",-94870,35.8259
"region_35763","chr8",89611293,89612354,1,1,1,0,0,3,"LOC112268015","Exon (ENST00000814544.1/ENST00000814544.1, exon 1 of 2)",8521,28.1099
"region_35780","chr8",89983366,89984795,0,1,1,1,0,3,"NBN","Promoter (<=1kb)",0,106.525
"region_35838","chr8",94959660,94961085,0,1,1,1,0,3,"NDUFAF6","Promoter (1-2kb)",1652,52.2463
"region_35846","chr8",95100081,95101525,0,1,1,1,0,3,"PLEKHF2","Exon (ENST00000523184.5/137682, exon 3 of 6)",-14117,17.747
"region_35953","chr8",98725680,98726231,1,1,1,0,0,3,"STK3","Intron (ENST00000617590.1/6788, intron 4 of 8)",-73956,15.6944
"region_35980","chr8",99770122,99770923,0,1,1,1,0,3,"VPS13B","Intron (ENST00000683334.1/157680, intron 39 of 60)",49254,64.178
"region_35981","chr8",99774652,99775338,0,1,1,1,0,3,"VPS13B","Intron (ENST00000683334.1/157680, intron 39 of 60)",53784,59.1844
"region_36070","chr8",101635727,101636036,1,1,1,0,0,3,"GRHL2","Promoter (<=1kb)",-734,13.3505
"region_36075","chr8",101902517,101903123,0,1,1,1,0,3,"LOC124902079","Intron (ENST00000311028.4/83988, intron 3 of 6)",-55157,31.2922
"region_36250","chr8",117650205,117650791,1,1,1,0,0,3,"LOC105375721","Intron (ENST00000824424.1/ENST00000824424.1, intron 1 of 2)",62611,6.06387
"region_36259","chr8",117910114,117910506,1,1,1,0,0,3,"EXT1","Intron (ENST00000787258.1/ENST00000787258.1, intron 1 of 1)",-103212,10.5921
"region_36262","chr8",117937372,117937918,1,1,1,0,0,3,"EXT1","Intron (ENST00000378204.7/2131, intron 1 of 10)",79317,15.9151
"region_36263","chr8",117946435,117948239,0,1,1,1,0,3,"EXT1","Intron (ENST00000378204.7/2131, intron 1 of 10)",68996,102.551
"region_36284","chr8",118343540,118344755,0,1,1,1,0,3,"SAMD12","Intron (ENST00000647600.1/105375724, intron 4 of 4)",12107,60.8741
"region_36308","chr8",118796534,118797007,1,1,1,0,0,3,"LOC124902007","Intron (ENST00000625758.3/552860, intron 6 of 7)",64895,7.30706
"region_36324","chr8",118961833,118962314,1,1,1,0,0,3,"TNFRSF11B","Distal Intergenic",-9948,16.3476
"region_36384","chr8",120749179,120749955,0,1,1,1,0,3,"SNTB1-AS2","Intron (ENST00000810867.1/ENST00000810867.1, intron 2 of 2)",-11298,24.671
"region_36421","chr8",121163907,121164717,1,1,1,0,0,3,"LOC105375731","Promoter (1-2kb)",-1719,9.77311
"region_36426","chr8",121348714,121349307,1,1,1,0,0,3,"LOC105375731","Intron (ENST00000784704.1/ENST00000784704.1, intron 2 of 4)",-186526,9.10602
"region_36448","chr8",121669120,121669929,0,1,1,1,0,3,"HAS2-AS1","Exon (ENST00000770732.1/105375732, exon 3 of 3)",26267,27.2409
"region_36496","chr8",123037466,123038088,0,1,1,1,0,3,"TBC1D31","Intron (ENST00000259512.9/79139, intron 1 of 7)",-3880,21.5891
"region_36502","chr8",123161004,123161776,0,1,1,1,0,3,"TBC1D31","Promoter (2-3kb)",2821,20.9834
"region_36612","chr8",125110580,125111213,0,1,1,1,0,3,"NSMCE2","Intron (ENST00000523741.5/286053, intron 3 of 4)",8222,48.7516
"region_36617","chr8",125219209,125220356,1,1,1,0,0,3,"NSMCE2","Intron (ENST00000517532.5/286053, intron 5 of 6)",95065,33.5789
"region_36688","chr8",127035102,127036331,1,1,1,0,0,3,"PCAT1","Intron (ENST00000645463.1/105375751, intron 6 of 6)",21948,42.9238
"region_36743","chr8",128176460,128177480,1,1,1,0,0,3,"MIR1208","Intron (ENST00000651587.1/5820, intron 10 of 10)",26344,63.5714
"region_36768","chr8",128514759,128515415,1,1,1,0,0,3,"LINC00824","Intron (ENST00000520766.5/101927774, intron 1 of 5)",45711,7.59933
"region_36824","chr8",131816391,131816839,1,1,1,0,0,3,"EFR3A","Distal Intergenic",-87254,9.28118
"region_36828","chr8",131903910,131905010,0,1,1,1,0,3,"LOC107986976","Promoter (<=1kb)",0,23.8839
"region_36919","chr8",134802148,134802547,1,1,1,0,0,3,"MIR30B","Promoter (1-2kb)",-1541,9.76789
"region_36934","chr8",135515487,135515983,1,1,1,0,0,3,"KHDRBS3","Intron (ENST00000355849.10/10656, intron 1 of 8)",-22551,16.7637
"region_37005","chr8",140464318,140465150,0,1,1,0,1,3,"LOC105375782","Promoter (<=1kb)",0,12.9711
"region_37019","chr8",140867487,140868080,0,1,1,1,0,3,"PTK2","Intron (ENST00000522684.5/5747, intron 4 of 31)",-21197,40.7931
"region_37061","chr8",143281613,143281830,0,1,1,0,1,3,"MINCR","Promoter (<=1kb)",0,9.76012
"region_37062","chr8",143291278,143291642,0,1,1,0,1,3,"ZNF696","Promoter (<=1kb)",0,10.3464
"region_37072","chr8",143828898,143829702,0,1,1,0,1,3,"LOC107986985","Promoter (<=1kb)",0,13.1433
"region_37087","chr8",143985856,143986927,0,1,1,1,0,3,"PARP10","Promoter (<=1kb)",0,113.449
"region_37096","chr8",144078203,144078746,0,1,1,0,1,3,"EXOSC4","Promoter (<=1kb)",0,11.9494
"region_37283","chr9",5449611,5450927,0,1,1,1,0,3,"CD274","Promoter (<=1kb)",0,107.288
"region_37356","chr9",9924292,9924956,0,1,1,1,0,3,"LOC105375972","Intron (ENST00000773010.1/ENST00000773010.1, intron 2 of 3)",124892,16.602
"region_37407","chr9",15296108,15296902,0,1,1,1,0,3,"TTC39B","Promoter (2-3kb)",2859,30.7512
"region_37507","chr9",22209172,22209751,0,1,1,1,0,3,"CDKN2B-AS1","Intron (ENST00000755351.1/ENST00000755351.1, intron 1 of 1)",90204,34.9166
"region_37599","chr9",32524661,32526942,0,1,1,1,0,3,"RIGI","Promoter (<=1kb)",0,177.501
"region_37624","chr9",33165306,33166168,0,1,1,0,1,3,"B4GALT1-AS1","Promoter (<=1kb)",-621,17.4282
"region_37631","chr9",33264184,33265455,0,1,1,1,0,3,"CHMP5","Promoter (<=1kb)",0,36.871
"region_37632","chr9",33290037,33291216,0,1,1,0,1,3,"NFX1","Promoter (<=1kb)",0,10.6303
"region_37690","chr9",35102946,35103433,0,1,1,0,1,3,"STOML2","Promoter (<=1kb)",0,12.9878
"region_37732","chr9",35907775,35908397,0,1,1,1,0,3,"SPAAR","Promoter (1-2kb)",-1093,27.548
"region_37800","chr9",37798556,37799216,0,1,1,1,0,3,"DCAF10","Promoter (1-2kb)",-1338,18.3309
"region_38028","chr9",73906611,73907152,0,1,1,1,0,3,"LOC105376086","Promoter (2-3kb)",-2201,33.4871
"region_38046","chr9",75014084,75014587,0,1,1,1,0,3,"CARNMT1","Intron (ENST00000376834.8/138199, intron 3 of 7)",12512,37.8811
"region_38158","chr9",78406467,78407652,0,1,1,1,0,3,"LOC107987083","Intron (ENST00000832999.1/107987083, intron 1 of 2)",-42383,49.7886
"region_38238","chr9",81787680,81788567,1,1,1,0,0,3,"TLE1-DT","Intron (ENST00000769780.1/101927502, intron 3 of 3)",39737,7.51568
"region_38358","chr9",86353755,86354979,0,1,1,0,1,3,"TUT7","Promoter (<=1kb)",0,18.2307
"region_38414","chr9",89388056,89388555,0,1,1,1,0,3,"SEMA4D","Promoter (<=1kb)",171,32.8818
"region_38442","chr9",91197100,91198366,0,1,1,1,0,3,"LOC124902208","Exon (ENST00000815556.1/ENST00000815556.1, exon 2 of 2)",4082,49.4602
"region_38443","chr9",91207486,91208686,0,1,1,1,0,3,"LINC02937","Exon (ENST00000608358.1/ENST00000608358.1, exon 1 of 1)",4333,77.6309
"region_38452","chr9",91418834,91420193,0,1,1,1,0,3,"LOC105376146","Promoter (1-2kb)",-1173,26.9783
"region_38466","chr9",92669772,92670561,0,1,1,0,1,3,"LOC107987095","Promoter (<=1kb)",0,16.602
"region_38612","chr9",96390985,96391777,0,1,1,1,0,3,"SLC35D2","Intron (ENST00000826393.1/ENST00000826393.1, intron 1 of 1)",-7274,22.9163
"region_38651","chr9",97411607,97412923,0,1,1,1,0,3,"TDRD7","Promoter (<=1kb)",0,64.3677
"region_38662","chr9",97627437,97628107,0,1,1,1,0,3,"TSTD2","Promoter (<=1kb)",-33,71.5963
"region_38679","chr9",97877293,97877613,1,1,1,0,0,3,"FOXE1","Distal Intergenic",24067,5.99455
"region_38689","chr9",98118184,98119795,0,1,1,1,0,3,"TRIM14","Promoter (<=1kb)",0,85.1399
"region_38713","chr9",99221814,99222648,0,1,1,1,0,3,"SEC61B","Promoter (<=1kb)",0,14.506
"region_38723","chr9",99906260,99907500,0,1,1,1,0,3,"LOC101928438","Promoter (<=1kb)",0,44.4854
"region_38763","chr9",104093596,104094496,0,1,1,1,0,3,"SMC2","Promoter (<=1kb)",0,16.5554
"region_38809","chr9",105264099,105265175,0,1,1,1,0,3,"LOC112268038","Intron (ENST00000374723.5/23446, intron 1 of 15)",-18426,56.5135
"region_38939","chr9",109505972,109506581,0,1,1,1,0,3,"MIR3927","Intron (ENST00000674068.1/445815, intron 1 of 2)",4964,44.618
"region_39064","chr9",112495524,112496971,0,1,1,1,0,3,"HSDL2-AS1","Intron (ENST00000337530.11/158405, intron 1 of 3)",-8320,43.0272
"region_39116","chr9",113886303,113886797,0,1,1,1,0,3,"ZNF618","Intron (ENST00000288466.11/114991, intron 1 of 13)",9921,18.9987
"region_39132","chr9",114163304,114163792,0,1,1,1,0,3,"COL27A1","Intron (ENST00000356083.8/85301, intron 2 of 60)",-3923,28.6655
"region_39264","chr9",120793191,120793718,0,1,1,0,1,3,"B3GALT9","Promoter (<=1kb)",0,7.97317
"region_39278","chr9",121051498,121052240,0,1,1,1,0,3,"C5","Promoter (1-2kb)",-1223,49.6489
"region_39312","chr9",121975225,121977325,0,1,1,1,0,3,"TTLL11","Intron (ENST00000321582.11/158135, intron 4 of 8)",-11495,96.6946
"region_39422","chr9",124868763,124869522,0,1,1,0,1,3,"ARPC5L","Promoter (<=1kb)",0,11.053
"region_39524","chr9",127785937,127786872,0,1,1,0,1,3,"CDK9","Promoter (<=1kb)",0,20.0009
"region_39576","chr9",128455733,128456667,0,1,1,0,1,3,"ODF2","Promoter (<=1kb)",0,9.8286
"region_39608","chr9",128881708,128882412,0,1,1,0,1,3,"KYAT1-SPOUT1","Promoter (<=1kb)",0,12.5459
"region_39639","chr9",129487937,129490119,0,1,1,1,0,3,"LINC00963","Promoter (<=1kb)",0,48.9989
"region_39643","chr9",129558834,129559555,0,1,1,1,0,3,"LOC105376292","Distal Intergenic",-15562,22.1386
"region_39656","chr9",129626027,129627041,0,1,1,0,1,3,"NTMT1","Promoter (<=1kb)",0,8.41394
"region_39711","chr9",130598105,130598771,0,1,1,1,0,3,"FUBP3","Intron (ENST00000319725.10/8939, intron 2 of 18)",17010,81.8655
"region_39731","chr9",131383206,131383527,1,1,1,0,0,3,"PRRC2B","Intron (ENST00000682525.1/84726, intron 1 of 1)",9570,3.95292
"region_39798","chr9",133336068,133336391,0,1,1,0,1,3,"SURF6","Promoter (<=1kb)",0,8.49321
"region_40044","chr10",3809363,3811068,0,1,1,1,0,3,"LOC105376364","Promoter (2-3kb)",2572,103.182
"region_40045","chr10",3811226,3811931,0,1,1,1,0,3,"LOC105376364","Intron (ENST00000668154.1/ENST00000668154.1, intron 1 of 3)",4435,47.3836
"region_40047","chr10",3828604,3829425,0,1,1,1,0,3,"LINC02639","Promoter (<=1kb)",0,54.2429
"region_40058","chr10",3889898,3890463,0,1,1,1,0,3,"LOC124902541","Promoter (2-3kb)",-2814,57.4709
"region_40131","chr10",6050659,6051108,0,1,1,1,0,3,"IL2RA","Intron (ENST00000379959.8/3559, intron 1 of 7)",11160,22.963
"region_40203","chr10",12042494,12043667,0,1,1,1,0,3,"UPF2","Promoter (<=1kb)",0,22.2738
"region_40217","chr10",13100461,13101222,0,1,1,1,0,3,"OPTN","Promoter (<=1kb)",288,26.1779
"region_40218","chr10",13101847,13102687,0,1,1,1,0,3,"OPTN","Promoter (1-2kb)",1674,33.7383
"region_40269","chr10",14953649,14954696,0,1,1,1,0,3,"DCLRE1C","Promoter (<=1kb)",0,47.2009
"region_40293","chr10",16436809,16437237,0,1,1,0,1,3,"PTER","Promoter (<=1kb)",0,8.26021
"region_40327","chr10",17643403,17644416,0,1,1,1,0,3,"STAM-DT","Promoter (<=1kb)",0,16.9077
"region_40343","chr10",18657964,18660421,0,1,1,1,0,3,"NSUN6","Promoter (<=1kb)",0,59.6017
"region_40386","chr10",21724658,21725015,1,1,1,0,0,3,"LOC107984214","Intron (ENST00000631589.1/8028, intron 14 of 22)",25523,13.2548
"region_40421","chr10",22630450,22631123,0,1,1,1,0,3,"PIP4K2A","Intron (ENST00000376573.9/5305, intron 1 of 9)",-20733,37.7338
"region_40425","chr10",22682412,22683801,1,1,1,0,0,3,"PIP4K2A","Intron (ENST00000376573.9/5305, intron 1 of 9)",30307,25.5632
"region_40461","chr10",24465357,24467045,0,1,1,1,0,3,"LOC105376455","Promoter (<=1kb)",0,106.288
"region_40473","chr10",24867004,24868038,0,1,1,1,0,3,"THNSL1","Exon (ENST00000446973.1/ENST00000446973.1, exon 1 of 2)",-84235,80.2693
"region_40474","chr10",24902040,24902388,1,1,1,0,0,3,"THNSL1","Intron (ENST00000320152.11/56952, intron 3 of 8)",-49885,5.74375
"region_40478","chr10",24962987,24963522,1,1,1,0,0,3,"PRTFDC1","Intron (ENST00000648191.1/101929025, intron 2 of 4)",-10381,12.7974
"region_40481","chr10",25026563,25026863,0,1,1,1,0,3,"THNSL1","3' UTR",9905,12.6995
"region_40482","chr10",25060021,25060436,1,1,1,0,0,3,"ENKUR","Promoter (1-2kb)",1843,7.10937
"region_40484","chr10",25078586,25079729,0,1,1,1,0,3,"ENKUR","Intron (ENST00000648191.1/101929025, intron 3 of 4)",-16307,52.3002
"region_40487","chr10",25465908,25466453,0,1,1,1,0,3,"GPR158","Promoter (<=1kb)",0,17.2109
"region_40497","chr10",27153910,27156717,0,1,1,1,0,3,"YME1L1","Promoter (<=1kb)",0,91.4561
"region_40612","chr10",30541942,30543178,0,1,1,1,0,3,"LOC105376478","Exon (ENST00000844997.1/ENST00000844997.1, exon 1 of 1)",12261,49.861
"region_40616","chr10",30583523,30584288,0,1,1,1,0,3,"LOC105376479","Distal Intergenic",-3418,40.0778
"region_40699","chr10",33263468,33264871,0,1,1,1,0,3,"NRP1","Promoter (<=1kb)",0,90.313
"region_40721","chr10",33612420,33612964,0,1,1,1,0,3,"LINC02628","Distal Intergenic",-12380,34.0207
"region_40725","chr10",33735255,33736021,0,1,1,1,0,3,"LOC124902408","Distal Intergenic",29542,49.9296
"region_40731","chr10",33831984,33832608,0,1,1,1,0,3,"LINC00838","Distal Intergenic",-58054,30.4371
"region_40810","chr10",35195328,35196463,0,1,1,1,0,3,"CREM","Promoter (<=1kb)",0,84.8671
"region_40905","chr10",45998023,45999085,0,1,1,1,0,3,"SNORA74C-1","Intron (ENST00000580018.4/100287932, intron 6 of 6)",13413,45.8636
"region_40955","chr10",50051865,50052492,0,1,1,1,0,3,"WASHC2EP","Promoter (<=1kb)",0,31.574
"region_40995","chr10",50605125,50605764,1,1,1,0,0,3,"SGMS1","Intron (ENST00000429490.5/259230, intron 1 of 9)",18192,6.22576
"region_41052","chr10",53403718,53404147,0,1,1,1,0,3,"LINC02672","Distal Intergenic",-373602,26.0364
"region_41147","chr10",58662291,58662951,0,1,1,1,0,3,"BICC1","Intron (ENST00000373886.8/80114, intron 2 of 20)",41442,35.1693
"region_41265","chr10",61830546,61831230,0,1,1,1,0,3,"LINC02625","Promoter (<=1kb)",0,51.6098
"region_41292","chr10",62051061,62051398,1,1,1,0,0,3,"ARID5B","Promoter (1-2kb)",1850,7.20624
"region_41302","chr10",62266588,62267048,0,1,1,1,0,3,"RTKN2","Promoter (1-2kb)",1659,34.0348
"region_41313","chr10",62564186,62564816,1,1,1,0,0,3,"LOC124902436","Intron (ENST00000647733.1/124902436, intron 4 of 7)",43738,7.55428
"region_41330","chr10",63268772,63269554,1,1,1,0,0,3,"JMJD1C","Promoter (<=1kb)",0,20.0009
"region_41446","chr10",69179578,69180348,0,1,1,1,0,3,"SUPV3L1","Promoter (<=1kb)",0,16.4407
"region_41487","chr10",70851536,70852665,0,1,1,1,0,3,"SGPL1","Promoter (<=1kb)",333,60.7966
"region_41605","chr10",74150591,74151197,0,1,1,1,0,3,"AP3M1","Promoter (<=1kb)",0,10.7383
"region_41640","chr10",75209880,75211316,0,1,1,1,0,3,"VDAC2","Promoter (<=1kb)",0,18.2589
"region_41677","chr10",75772087,75772678,0,1,1,1,0,3,"LRMDA","Intron (ENST00000611255.5/83938, intron 2 of 6)",-10083,28.5878
"region_41685","chr10",76103312,76103587,1,1,1,0,0,3,"LOC124902462","Intron (ENST00000611255.5/83938, intron 5 of 6)",197215,8.06589
"region_41713","chr10",78149123,78149779,0,1,1,1,0,3,"LOC105378375","Exon (ENST00000726710.1/ENST00000726710.1, exon 3 of 5)",-29388,41.4388
